Price,Close,High,Low,Open,Volume
Ticker,SYK,SYK,SYK,SYK,SYK
Date,,,,,
2023-12-11,287.6361083984375,287.7931668255281,282.6888727904953,282.6888727904953,999700
2023-12-12,289.1085205078125,289.38336528818127,285.3784799234027,288.56865646074914,951700
2023-12-13,293.0348205566406,293.31949078163836,288.63727518150733,289.8151982150084,1504700
2023-12-14,291.6312255859375,295.0275282713361,290.8066912322715,293.4962459065513,1860500
2023-12-15,284.80908203125,286.831160356225,280.5293527471914,280.91215827761795,4139900
2023-12-18,286.10479736328125,286.9783992034351,283.18946613241974,286.0262831355597,1416000
2023-12-19,286.6054382324219,286.95879721440593,284.3281360513103,285.7023597965221,1433800
2023-12-20,283.00299072265625,288.4311971896054,282.8459322949674,286.87046838147705,1162400
2023-12-21,290.58087158203125,290.6397647446866,283.5821111801287,284.0140143434881,1046200
2023-12-22,292.0238037109375,292.92688209961693,288.81400663575954,292.1415900321067,1068700
2023-12-26,293.5649108886719,294.8311437952534,290.5808609480728,291.1599969968767,539200
2023-12-27,293.5059814453125,294.47774842926486,291.97469954994637,293.2507578108096,1029800
2023-12-28,294.4016418457031,296.6161500864288,291.2718107408299,292.6005216925033,788500
2023-12-29,294.73626708984375,295.60239065086006,293.44693361848203,294.88389496133755,1150900
2024-01-02,291.5572814941406,295.20875157783513,290.2187185029188,292.9056663208416,979200
2024-01-03,289.3033447265625,290.41552472737806,287.8171541021606,290.41552472737806,1355400
2024-01-04,293.3485107421875,295.1693346226006,288.3388046306054,288.9883973140269,1419000
2024-01-05,290.6714172363281,294.5787951990104,289.78561994756836,292.80720062149095,807300
2024-01-08,295.24810791015625,295.6024148307232,289.69705919840516,292.31510379974253,1126300
2024-01-09,298.4664611816406,300.61206612588575,293.81106253221066,294.77561458829797,1343100
2024-01-10,302.9250183105469,303.3482281997569,299.20464595375364,300.188871762812,1302700
2024-01-11,304.115966796875,304.6376053491296,301.27156941909175,303.3187461799612,920100
2024-01-12,307.9642639160156,312.25550426115365,305.7005564647724,307.2654719693397,1646600
2024-01-16,309.3323974609375,309.48002535346524,304.71637512534204,306.0057087804075,1599800
2024-01-17,308.73199462890625,310.09023127139653,306.62576667487383,307.8560491356523,1466600
2024-01-18,309.7555847167969,312.8066910954688,307.90523516962065,310.8677648192714,1472700
2024-01-19,310.0803527832031,310.8382259371512,307.52138951339657,310.1098783582797,1905200
2024-01-22,308.32843017578125,312.2062825403578,307.6985412322966,311.77322075087886,1868500
2024-01-23,307.2556457519531,309.5882564164575,302.6691492819666,309.04694416567594,1366800
2024-01-24,302.8955078125,308.06269356722174,302.501823476521,307.09814141331213,1420600
2024-01-25,306.9898986816406,307.1670521318435,302.38372875922516,304.19470077907596,1200700
2024-01-26,306.4485778808594,308.77136674551645,305.7005865822345,308.3087793468046,907400
2024-01-29,309.5390625,309.9721243226092,305.8383633017729,305.8383633017729,1427300
2024-01-30,311.6452941894531,312.1177033843392,309.0961227518907,310.1787772171545,2006400
2024-01-31,330.1881103515625,337.3926209943752,328.43618947962693,333.6525746499434,4931900
2024-02-01,335.18792724609375,336.49696434599537,328.6526837244679,330.27665024459964,2004500
2024-02-02,336.6544494628906,337.47137376167257,333.2884137813223,335.6210243057507,1159600
2024-02-05,337.50091552734375,341.12285972245655,335.3060809016867,337.04818001200255,1539600
2024-02-06,334.410400390625,339.4988611620205,333.55412872189663,339.05594752279404,1314400
2024-02-07,337.3138732910156,338.81973758996793,332.89470898312175,335.36509535982333,823900
2024-02-08,333.6820983886719,336.51667372456154,331.7628459111078,335.3454425262434,1445700
2024-02-09,336.5658874511719,338.8984980775701,332.3042024302279,333.5147810895938,1402300
2024-02-12,335.7095947265625,338.55402187716027,334.4989861066592,338.3079654123482,845000
2024-02-13,334.43994140625,336.06393813427275,330.9951508324638,334.53837000131045,1548100
2024-02-14,343.9082336425781,344.16411195676636,334.7942920261007,335.90647211974584,1904500
2024-02-15,343.28814697265625,346.9986676610492,340.4437198128164,345.5420025716009,1516100
2024-02-16,343.7900695800781,347.31361486329394,342.53026172214686,344.13455462698977,1343100
2024-02-20,342.5794982910156,346.4081212228056,341.91023192273093,346.15224292680807,1161900
2024-02-21,342.0775451660156,344.744788896266,340.5815326383123,343.3865824094225,1177600
2024-02-22,347.5793762207031,349.223046716312,343.1897370455709,344.4790705926079,1326900
2024-02-23,349.42974853515625,351.7623593023472,346.8117038235845,348.02231259221224,691500
2024-02-26,346.9002380371094,350.98476934688915,346.1522468084813,349.74466518849994,1224100
2024-02-27,346.6541748046875,348.74072878034985,345.0695856191626,345.7782294256318,903900
2024-02-28,346.2506103515625,346.6935239580346,343.0420547985875,346.06360505426863,1289400
2024-02-29,343.563720703125,348.1895641230247,341.7920961718577,346.8313576960987,2283300
2024-03-01,347.6483154296875,348.9475009826958,341.60515325918186,343.31772695585437,1400400
2024-03-04,350.23681640625,351.2111905021153,346.5459690295568,347.43176639272457,714100
2024-03-05,346.83135986328125,352.0378929561696,344.39046895517146,351.3784784604255,840000
2024-03-06,349.40020751953125,351.3785112638289,347.1364998796561,347.4317556461818,892300
2024-03-07,351.9788818359375,354.1048135067929,350.0596592420516,351.8214020785194,804100
2024-03-08,352.2249450683594,354.59693327380546,350.0301403660211,351.48677558668834,871200
2024-03-11,349.9808654785156,355.70906711916547,348.78010874321984,352.22489920917786,1119900
2024-03-12,352.73675537109375,354.6461260955918,348.17978438149277,349.56754658608907,737000
2024-03-13,351.2604064941406,353.97684963570435,350.1875737988391,353.9571759301379,1105200
2024-03-14,350.0301513671875,352.56944124801873,347.5892600580505,350.93562247289407,961200
2024-03-15,346.6739196777344,348.6423715919081,345.2566318966339,347.79592164999326,2075200
2024-03-18,348.4947509765625,350.30575336332373,347.0577893355195,348.43569981571113,953700
2024-03-19,351.2604064941406,351.3489832234772,347.9829173277284,349.35100578748524,1052100
