Price,Close,High,Low,Open,Volume
Ticker,NVS,NVS,NVS,NVS,NVS
Date,,,,,
2023-12-11,90.37312316894531,90.6239571500046,89.85288541224139,90.13158117288656,1144600
2023-12-12,91.19993591308594,91.46005480076964,90.49390095728963,90.78188871326685,1380300
2023-12-13,92.63059997558594,92.65846884480987,91.69230788136586,91.85024328648211,1517800
2023-12-14,91.8502426147461,92.14752236380795,90.70756937096277,91.07917082921716,1340800
2023-12-15,90.48460388183594,91.15348503408572,90.187324157248,90.6425321850872,1849200
2023-12-18,91.24639129638672,91.76662908626058,91.04201013959104,91.63656963879211,1989400
2023-12-19,91.31141662597656,91.52508267037474,90.53105289101062,90.63324346449077,901200
2023-12-20,90.2430648803711,91.42289892070623,90.23377289525209,91.17206493644879,900700
2023-12-21,91.13490295410156,91.41360580255365,90.67969491682382,90.88407606066097,995500
2023-12-22,91.73875427246094,92.26828401361391,91.5808259661557,91.8316528592459,779100
2023-12-26,91.5529556274414,91.86881223497541,91.34857448717459,91.46934193928328,814100
2023-12-27,92.63059997558594,92.81640424992614,91.81308243161408,91.98030273466608,1682000
2023-12-28,92.87213134765625,93.82900021582402,92.87213134765625,93.40166106536597,920300
2023-12-29,93.80113983154297,93.8661695540644,93.21586524114181,93.21586524114181,960300
2024-01-02,93.82901000976562,94.6744035020526,92.99290850302803,92.99290850302803,1306300
2024-01-03,97.37779235839844,97.5914655047295,95.64985156705485,95.80777988650782,2391000
2024-01-04,98.07453918457031,98.25105146967715,97.41494997141874,97.53571743150286,1035500
2024-01-05,98.76200103759766,99.31011479704993,98.30679296082808,98.3904066577008,1262200
2024-01-08,99.47732543945312,99.76531318220943,97.99092680113509,99.64454572924564,2403500
2024-01-09,98.83631134033203,99.7560193735225,98.67838303833412,99.02210850883455,1886700
2024-01-10,99.811767578125,100.14620816293409,99.44016614081403,99.45874302321103,1578600
2024-01-11,99.96041107177734,100.01615589838336,98.95708924536984,99.58880960780697,1171200
2024-01-12,99.82105255126953,100.22981484139278,99.6073865088563,99.80247566885842,958100
2024-01-16,100.04402160644531,100.41561597096491,99.72815789135383,99.97899188388357,940300
2024-01-17,100.57354736328125,100.71289878827533,99.86750534096366,100.53638651076896,1445500
2024-01-18,100.35987854003906,100.37846251094665,99.44946242139679,99.79318791839698,1020700
2024-01-19,100.54568481445312,100.55496971238377,99.49591015620648,99.91396445746068,1202600
2024-01-22,100.76863098144531,101.05661871294282,100.5085121158724,100.66644041458346,1101300
2024-01-23,100.0811767578125,100.0997536398967,99.29152105893247,99.8024739125951,1346900
2024-01-24,99.9139633178711,100.73148085206881,99.9139633178711,100.30414165775808,1163400
2024-01-25,99.39371490478516,99.66312577398392,99.01282856399244,99.47732859618864,947000
2024-01-26,99.55165100097656,99.83034676962518,99.22649530599108,99.68171044388752,953900
2024-01-29,100.28555297851562,100.29484496361239,99.60738690831825,99.86750578936426,926200
2024-01-30,100.0997543334961,100.18336093501595,99.14288542610474,99.69099204773364,1376100
2024-01-31,96.1236343383789,98.24175327495462,95.31540175986123,98.05595610384395,3348700
2024-02-01,97.85157775878906,98.38110750806258,97.16411261308046,97.61003575927772,1983900
2024-02-02,96.35588836669922,97.61003704329663,95.84493549326307,97.35921014306037,1652000
2024-02-05,96.1236343383789,96.58813435386332,95.98428291619203,96.18866405703841,1414500
2024-02-06,96.37446594238281,96.55097822496762,95.64984701681506,95.9749956260175,1014900
2024-02-07,96.11434936523438,96.83896830821915,96.07718851075974,96.45808195334358,892100
2024-02-08,94.16344451904297,94.85090256333737,93.44811051990429,94.60936056864179,1635300
2024-02-09,93.85687255859375,94.00551596654147,93.56888481532981,93.81042680939095,1150800
2024-02-12,93.39237976074219,93.45740948481999,92.41693389957514,92.49124852158667,1150500
2024-02-13,92.02674865722656,93.29018937423716,91.79449862965414,93.07652331798722,1584400
2024-02-14,92.01746368408203,92.23112974015737,91.70159996123331,92.00817169842838,1329000
2024-02-15,92.5562744140625,93.05793530234159,92.258994675198,92.258994675198,1145300
2024-02-16,93.0765151977539,93.42953265729082,92.79781235389841,92.90000292413157,888600
2024-02-20,95.42688751220703,96.12363755877665,94.99025634899013,95.78919696940659,2000400
2024-02-21,95.27824401855469,95.3897265774852,94.80445909044296,94.80445909044296,1958900
2024-02-22,95.50120544433594,95.659133747601,95.04599032874928,95.22250260163831,1741600
2024-02-23,96.52310943603516,96.74606746999892,96.26299054845943,96.35588913863532,1768700
2024-02-26,95.91925811767578,97.21985964528758,95.8542283956806,97.1548299232924,2055200
2024-02-27,95.82635498046875,96.06789697400764,95.57552100202626,95.77061015875498,1269100
2024-02-28,94.96238708496094,95.92854799603143,94.80445877611398,95.872803172897,2120500
2024-02-29,93.80113983154297,95.10174136967996,93.75468699215271,95.10174136967996,3248500
2024-03-01,94.8137435913086,94.89735728208372,94.29350582722493,94.76729784106281,1598000
2024-03-04,94.73014068603516,94.88806900090987,94.15415807638192,94.24705666820773,836300
2024-03-05,94.85089874267578,95.24107704228504,94.47929732450659,95.03670299561414,750900
2024-03-06,95.35256958007812,95.71487905161726,94.99026010853899,95.03671294856535,1245500
2024-03-07,96.34561920166016,97.02050801594721,95.99853142410213,96.8951736235043,1497300
2024-03-08,97.09764099121094,97.25190549604669,96.38418604568672,96.42275217189565,888400
2024-03-11,97.73397064208984,98.1581833171879,96.92409670647278,97.42544898941107,1592200
2024-03-12,96.19136047363281,96.44203662930649,95.76714777449678,96.22029058661337,1495900
2024-03-13,95.44898223876953,96.21064671710066,95.31400446850698,96.12387109008228,916000
2024-03-14,94.61018371582031,94.94763549083419,94.31130542385145,94.88014660697874,834400
2024-03-15,93.7810287475586,94.7933693436343,93.22183830059166,94.65839157825575,1541100
2024-03-18,92.47945404052734,93.53999678733764,92.46981802558535,93.4725079040607,1223900
2024-03-19,92.8651123046875,93.0386562063485,92.46017898605746,92.73013453181082,1221400
2024-03-20,92.60479736328125,92.70120900449308,91.83348952211317,92.28663232711916,934900
2024-03-21,92.63372039794922,93.31825261506437,92.59515427020145,92.94224206419459,943800
2024-03-22,92.7783432006836,93.04829874401888,92.63372205797201,92.78797921599066,657600
2024-03-25,92.29627227783203,92.83618333320072,92.29627227783203,92.70120556935855,3641800
2024-03-26,91.85276794433594,92.13236684993238,91.65994466393539,92.07452133695955,944200
2024-03-27,92.44088745117188,92.46017419243259,91.8527668902418,92.07452028032058,2432100
2024-03-28,93.26040649414062,93.71354194181906,92.7012086790438,92.82654307660549,1524700
2024-04-01,92.4312515258789,93.57856253696019,92.02631087211365,93.356816502403,1258600
